Name,Platform,Genre,Year,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Decade
Aeon Flux,Xbox,Action,2005,THQ,0.01,0.0,0.0,0.0,0.01,2000
Aero Elite: Combat Academy,PlayStation,Simulation,2002,Sega,0.04,0.03,0.0,0.01,0.07,2000
Aero Gauge,Nintendo,Racing,1997,ASCII Entertainment,0.06,0.01,0.0,0.0,0.07,1990
AeroFighters Assault,Nintendo,Action,1997,Video System,0.15,0.04,0.0,0.0,0.19,1990
Afrika,PlayStation,Adventure,2008,Unknown,0.12,0.0,0.08,0.01,0.21,2000
Afro Samurai,PlayStation,Action,2009,Atari,0.12,0.05,0.0,0.03,0.2,2000
Afro Samurai,Xbox,Action,2009,Atari,0.16,0.05,0.0,0.02,0.24,2000
After Hours Athletes,PlayStation,Sports,2011,Sony Computer Entertainment,0.0,0.1,0.0,0.03,0.12,2010
Again,Nintendo,Adventure,2009,Ackkstudios,0.07,0.0,0.0,0.0,0.07,2000
Agassi Tennis Generation,PlayStation,Sports,2003,DreamCatcher Interactive,0.04,0.03,0.0,0.01,0.09,2000
Agatha Christie's The ABC Murders,PlayStation,Adventure,2016,Microids,0.01,0.01,0.0,0.0,0.02,2010
Agatha Christie: And Then There Were None,Nintendo,Adventure,2008,The Adventure Company,0.06,0.01,0.0,0.01,0.08,2000
Agatha Christie: Death on the Nile,PC,Adventure,2008,Big Fish Games,0.0,0.01,0.0,0.0,0.02,2000
Agatha Christie: Evil Under the Sun,Nintendo,Adventure,2008,The Adventure Company,0.07,0.02,0.0,0.01,0.09,2000
Agatha Christie: Peril at End House,PC,Adventure,2009,JoWood Productions,0.0,0.01,0.0,0.0,0.01,2000
Agatha Christie: The ABC Murders,Nintendo,Adventure,2009,JoWood Productions,0.08,0.01,0.0,0.01,0.1,2000
Agatha Christie: The ABC Murders,PC,Adventure,2016,Microids,0.0,0.02,0.0,0.0,0.02,2010
Age of Conan: Rise of the Godslayer,PC,Role-Playing,2010,Funcom,0.0,0.02,0.0,0.0,0.03,2010
Age of Empires II: The Age of Kings,PC,Strategy,1999,Microsoft Game Studios,0.01,0.08,0.0,0.02,0.1,1990
Age of Empires III,PC,Strategy,2005,Microsoft Game Studios,0.0,0.32,0.0,0.07,0.39,2000
Age of Empires III: Complete Collection,PC,Strategy,2009,Microsoft Game Studios,0.01,0.12,0.0,0.03,0.17,2000
Age of Empires III: Gold Edition,PC,Strategy,2007,Microsoft Game Studios,0.0,0.02,0.0,0.01,0.03,2000
Age of Empires III: The Asian Dynasties,PC,Strategy,2007,Microsoft Game Studios,0.0,0.05,0.0,0.01,0.07,2000
Age of Empires Online,PC,Strategy,2011,Microsoft Game Studios,0.01,0.04,0.0,0.01,0.06,2010
Age of Empires: Collector's Edition,PC,Strategy,2000,Ubisoft,0.02,0.1,0.0,0.02,0.14,2000
Age of Empires: Mythologies,Nintendo,Strategy,2008,THQ,0.17,0.03,0.0,0.02,0.22,2000
Age of Empires: The Age of Kings,Nintendo,Strategy,2006,THQ,0.19,0.02,0.0,0.02,0.23,2000
Age of Mythology,PC,Strategy,2002,Microsoft Game Studios,0.02,0.06,0.0,0.01,0.09,2000
Age of Mythology: The Titans,PC,Strategy,2003,Microsoft Game Studios,0.01,0.02,0.0,0.0,0.04,2000
Aggressive Inline,Nintendo,Sports,2002,Acclaim Entertainment,0.04,0.01,0.0,0.0,0.06,2000
Aggressive Inline,PlayStation,Sports,2002,Acclaim Entertainment,0.17,0.13,0.0,0.04,0.35,2000
Aggressive Inline,Xbox,Sports,2002,Acclaim Entertainment,0.05,0.01,0.0,0.0,0.06,2000
Agile Warrior F-111X,PlayStation,Simulation,1995,Virgin Interactive,0.08,0.05,0.0,0.01,0.14,1990
Aibou DS,Nintendo,Adventure,2009,Tecmo Koei,0.0,0.0,0.08,0.0,0.08,2000
Aidyn Chronicles: The First Mage,Nintendo,Role-Playing,2001,THQ,0.08,0.02,0.0,0.0,0.1,2000
Aikatsu! 2-nin no My Princess,Nintendo,Action,2013,Namco Bandai Games,0.0,0.0,0.26,0.0,0.26,2010
Aikatsu! 365 Idol Days,Nintendo,Adventure,2014,Namco Bandai Games,0.0,0.0,0.13,0.0,0.13,2010
Aikatsu! Cinderella Lesson,Nintendo,Role-Playing,2012,Namco Bandai Games,0.0,0.0,0.2,0.0,0.2,2010
Aikatsu! My No.1 Stage!,Nintendo,Misc,2015,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,2010
Ailu de Puzzle,PlayStation,Action,2012,Capcom,0.0,0.0,0.04,0.0,0.04,2010
Air Combat,PlayStation,Simulation,1995,Sony Computer Entertainment,0.92,0.33,0.52,0.05,1.83,1990
Air Conflicts: Aces of World War II,PlayStation,Simulation,2009,Graffiti,0.05,0.0,0.0,0.0,0.05,2000
Air Conflicts: Secret Wars,PC,Simulation,2011,bitComposer Games,0.0,0.02,0.0,0.01,0.03,2010
Air Conflicts: Secret Wars,PlayStation,Simulation,2011,bitComposer Games,0.1,0.06,0.0,0.03,0.19,2010
Air Conflicts: Secret Wars,Xbox,Simulation,2011,bitComposer Games,0.06,0.02,0.0,0.01,0.08,2010
Air Raid,Other,Action,1981,Men-A-Vision,0.72,0.04,0.0,0.01,0.77,1980
Air Traffic Chaos,Nintendo,Simulation,2007,Ertain,0.05,0.0,0.0,0.0,0.05,2000
AirForce Delta Storm,Nintendo,Shooter,2002,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.02,2000
AirForce Delta Storm,Xbox,Shooter,2001,Konami Digital Entertainment,0.14,0.04,0.0,0.01,0.18,2000
AirForce Delta Strike,PlayStation,Simulation,2004,Konami Digital Entertainment,0.05,0.04,0.0,0.01,0.11,2000
Airblade,PlayStation,Sports,2001,Sony Computer Entertainment,0.11,0.09,0.0,0.03,0.23,2000
Airborne Troops: Countdown to D-Day,PlayStation,Shooter,2005,Playlogic Game Factory,0.06,0.05,0.0,0.02,0.12,2000
Airline Tycoon,PC,Simulation,2000,Interplay,0.0,0.01,0.0,0.0,0.02,2000
Airline Tycoon 2,PC,Simulation,2011,Kalypso Media,0.0,0.04,0.0,0.01,0.05,2010
Airlock,Other,Action,1981,Data Age,0.36,0.02,0.0,0.0,0.39,1980
Airport Simulator,PC,Simulation,2011,Unknown,0.0,0.02,0.0,0.0,0.02,2010
Airship Q,PlayStation,Platform,2015,Cygames,0.0,0.0,0.03,0.0,0.03,2010
Akagawa Jirou Mystery: Yasoukyoku - Hon ni Manekareta Satsujin,Nintendo,Adventure,2008,Marvelous Interactive,0.0,0.0,0.06,0.0,0.06,2000
Akai Ito DS,Nintendo,Adventure,2008,Alchemist,0.0,0.0,0.02,0.0,0.02,2000
Akai Katana Shin,Xbox,Shooter,2011,Cave,0.04,0.0,0.01,0.0,0.06,2010
Akane Iro ni Somaru Saka Parallel,PlayStation,Adventure,2008,GN Software,0.0,0.0,0.03,0.0,0.03,2000
Akatsuki no Amaneka to Aoi Kyojin,PlayStation,Strategy,2010,CyberFront,0.0,0.0,0.01,0.0,0.01,2010
Akatsuki no Goei Trinity,PlayStation,Adventure,2012,5pb,0.0,0.0,0.01,0.0,0.01,2010
Akatsuki no Goei Trinity,PlayStation,Adventure,2012,5pb,0.0,0.0,0.01,0.0,0.01,2010
Akiba's Trip,PlayStation,Adventure,2011,Acquire,0.0,0.0,0.14,0.0,0.14,2010
Akiba's Trip Plus,PlayStation,Adventure,2012,Acquire,0.0,0.0,0.08,0.0,0.08,2010
Akiba's Trip: Undead & Undressed,PlayStation,Action,2013,Nippon Ichi Software,0.05,0.01,0.04,0.01,0.11,2010
Akiba's Trip: Undead & Undressed,PlayStation,Action,2014,Acquire,0.08,0.0,0.01,0.02,0.11,2010
Akiba's Trip: Undead & Undressed,PlayStation,Action,2013,Nippon Ichi Software,0.09,0.02,0.08,0.03,0.21,2010
Akko ni Omakase! Brain Shock,Nintendo,Misc,2006,Taito,0.0,0.0,0.04,0.0,0.04,2000
Akuji the Heartless,PlayStation,Platform,1998,Eidos Interactive,0.07,0.04,0.0,0.01,0.12,1990
Aladdin Magic Racer,Nintendo,Racing,2011,Big Ben Interactive,0.01,0.0,0.0,0.0,0.01,2010
Alan Wake,PC,Action,2012,Nordic Games,0.0,0.06,0.0,0.01,0.07,2010
Alan Wake,Xbox,Action,2010,Microsoft Game Studios,0.66,0.51,0.05,0.13,1.35,2010
Alexi Lalas International Soccer,PlayStation,Sports,1998,Take-Two Interactive,0.04,0.03,0.0,0.0,0.07,1990
Alfa Romeo Racing Italiano,PlayStation,Racing,2005,Black Bean Games,0.01,0.01,0.0,0.0,0.01,2000
Alia's Carnival! Sacrament,PlayStation,Adventure,2015,dramatic create,0.0,0.0,0.03,0.0,0.03,2010
Alias,PlayStation,Action,2004,Acclaim Entertainment,0.05,0.04,0.0,0.01,0.11,2000
Alias,Xbox,Action,2004,Acclaim Entertainment,0.04,0.01,0.0,0.0,0.05,2000
Alice in Wonderland,Nintendo,Adventure,2010,Disney Interactive Studios,0.27,0.18,0.0,0.05,0.5,2010
Alice in Wonderland,Nintendo,Adventure,2010,Disney Interactive Studios,0.27,0.21,0.0,0.05,0.53,2010
Alice: Madness Returns,PC,Adventure,2011,Electronic Arts,0.0,0.1,0.0,0.02,0.12,2010
Alice: Madness Returns,PlayStation,Adventure,2011,Electronic Arts,0.22,0.25,0.04,0.09,0.6,2010
Alice: Madness Returns,Xbox,Adventure,2011,Electronic Arts,0.27,0.15,0.04,0.04,0.5,2010
Alien,Other,Action,1981,20th Century Fox Video Games,0.74,0.04,0.0,0.01,0.79,1980
Alien Breed Trilogy,Xbox,Shooter,2011,Mastertronic,0.0,0.02,0.0,0.0,0.03,2010
Alien Hominid,Nintendo,Shooter,2004,O3 Entertainment,0.07,0.02,0.0,0.0,0.09,2000
Alien Hominid,PlayStation,Shooter,2004,Zoo Digital Publishing,0.05,0.04,0.0,0.01,0.1,2000
Alien Monster Bowling League,Nintendo,Sports,2009,Destineer,0.09,0.0,0.0,0.01,0.09,2000
Alien Resurrection,PlayStation,Shooter,2000,Fox Interactive,0.09,0.06,0.0,0.01,0.16,2000
Alien Syndrome,PlayStation,Role-Playing,2007,Sega,0.07,0.0,0.0,0.01,0.08,2000
Alien Syndrome,Nintendo,Role-Playing,2007,Sega,0.06,0.0,0.0,0.0,0.06,2000
Alien Trilogy,PlayStation,Shooter,1996,Acclaim Entertainment,0.24,0.16,0.04,0.03,0.47,1990
Alien's Return,Other,Action,1982,ITT Family Games,0.32,0.02,0.0,0.0,0.34,1980
Alien: Isolation,PC,Shooter,2014,Sega,0.0,0.13,0.0,0.01,0.15,2010
Alien: Isolation,PlayStation,Shooter,2014,Sega,0.12,0.19,0.0,0.07,0.37,2010
Alien: Isolation,PlayStation,Shooter,2014,Sega,0.34,0.56,0.04,0.19,1.13,2010
Alien: Isolation,Xbox,Shooter,2014,Sega,0.15,0.13,0.0,0.03,0.3,2010
Alien: Isolation,Xbox,Shooter,2014,Sega,0.22,0.24,0.0,0.04,0.5,2010
Alienators: Evolution Continues,Nintendo,Action,2001,Activision,0.03,0.01,0.0,0.0,0.03,2000
Aliens in the Attic,Nintendo,Action,2009,Playlogic Game Factory,0.05,0.0,0.0,0.0,0.05,2000
Aliens in the Attic,Nintendo,Action,2009,Playlogic Game Factory,0.07,0.0,0.0,0.01,0.08,2000
Aliens versus Predator: Extinction,PlayStation,Strategy,2003,Electronic Arts,0.09,0.07,0.0,0.02,0.19,2000
Aliens versus Predator: Extinction,Xbox,Strategy,2003,Electronic Arts,0.06,0.02,0.0,0.0,0.08,2000
Aliens vs Predator,PC,Shooter,2010,Sega,0.0,0.17,0.0,0.02,0.19,2010
Aliens vs Predator,PlayStation,Shooter,2010,Sega,0.41,0.47,0.0,0.18,1.05,2010
Aliens vs Predator,Xbox,Shooter,2010,Sega,0.55,0.4,0.0,0.11,1.06,2010
Aliens vs Predator: Requiem,PlayStation,Action,2007,Vivendi Games,0.03,0.12,0.0,0.07,0.22,2000
Aliens: Colonial Marines,PC,Shooter,2013,Sega,0.1,0.06,0.0,0.02,0.18,2010
Aliens: Colonial Marines,PlayStation,Shooter,2013,Sega,0.2,0.31,0.0,0.13,0.64,2010
Aliens: Colonial Marines,Xbox,Shooter,2013,Sega,0.36,0.37,0.0,0.07,0.8,2010
Aliens: Infestation,Nintendo,Action,2011,Sega,0.1,0.06,0.0,0.02,0.18,2010
All Grown Up! Express Yourself,Nintendo,Misc,2004,THQ,0.13,0.05,0.0,0.0,0.18,2000
All Grown Up!: Game Boy Advance Video Volume 1,Nintendo,Misc,2004,Unknown,0.17,0.06,0.0,0.0,0.24,2000
All Japan Pro Wrestling featuring Virtua,Other,Fighting,1997,Sega,0.0,0.0,0.15,0.0,0.15,1990
All Kamen Rider: Rider Generation,Nintendo,Action,2011,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12,2010
All Kamen Rider: Rider Generation 2,Nintendo,Action,2012,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1,2010
All Kamen Rider: Rider Generation 2,PlayStation,Action,2012,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,2010
All Points Bulletin,PC,Role-Playing,2010,Electronic Arts,0.0,0.03,0.0,0.01,0.04,2010
All Star Cheer Squad,Nintendo,Sports,2008,THQ,0.26,0.0,0.0,0.02,0.28,2000
All Star Cheer Squad,Nintendo,Sports,2008,THQ,0.43,0.29,0.0,0.08,0.8,2000
All Star Cheer Squad 2,Nintendo,Sports,2009,THQ,0.12,0.0,0.0,0.01,0.13,2000
All Star Karate,Nintendo,Action,2010,THQ,0.14,0.07,0.0,0.02,0.23,2010
All Star Pro-Wrestling,PlayStation,Fighting,2000,SquareSoft,0.0,0.0,0.2,0.0,0.2,2000
All Star Tennis 99,Nintendo,Sports,1999,Ubisoft,0.04,0.01,0.0,0.0,0.05,1990
All-Pro Football 2K8,PlayStation,Sports,2007,Take-Two Interactive,0.14,0.0,0.0,0.01,0.15,2000
All-Pro Football 2K8,Xbox,Sports,2007,Take-Two Interactive,0.24,0.0,0.0,0.02,0.26,2000
All-Star Baseball 2000,Nintendo,Sports,1999,Acclaim Entertainment,0.36,0.03,0.0,0.0,0.39,1990
All-Star Baseball 2001,Nintendo,Sports,2000,Acclaim Entertainment,0.22,0.01,0.0,0.0,0.23,2000
All-Star Baseball 2002,Nintendo,Sports,2001,Acclaim Entertainment,0.17,0.04,0.0,0.01,0.22,2000
All-Star Baseball 2002,PlayStation,Sports,2001,Acclaim Entertainment,0.27,0.21,0.0,0.07,0.56,2000
All-Star Baseball 2003,Nintendo,Sports,2002,Acclaim Entertainment,0.11,0.04,0.0,0.0,0.15,2000
All-Star Baseball 2003,Nintendo,Sports,2002,Acclaim Entertainment,0.12,0.03,0.0,0.0,0.15,2000
All-Star Baseball 2003,PlayStation,Sports,2002,Acclaim Entertainment,0.38,0.29,0.0,0.1,0.77,2000
All-Star Baseball 2003,Xbox,Sports,2002,Acclaim Entertainment,0.19,0.06,0.0,0.01,0.26,2000
All-Star Baseball 2004,Nintendo,Sports,2003,Acclaim Entertainment,0.05,0.02,0.0,0.0,0.07,2000
All-Star Baseball 2004,Nintendo,Sports,2003,Acclaim Entertainment,0.06,0.02,0.0,0.0,0.08,2000
All-Star Baseball 2004,PlayStation,Sports,2003,Acclaim Entertainment,0.21,0.16,0.0,0.05,0.42,2000
All-Star Baseball 2004,Xbox,Sports,2003,Acclaim Entertainment,0.1,0.03,0.0,0.0,0.13,2000
All-Star Baseball 99,Nintendo,Sports,1998,Acclaim Entertainment,0.44,0.04,0.0,0.0,0.48,1990
Alleyway,Other,Puzzle,1989,Nintendo,0.96,0.38,0.55,0.05,1.94,1980
Allied General,PlayStation,Strategy,1996,SSI,0.11,0.07,0.0,0.01,0.19,1990
Alone in the Dark,PC,Adventure,2008,Atari,0.0,0.01,0.0,0.0,0.01,2000
Alone in the Dark,PlayStation,Adventure,2008,Atari,0.03,0.02,0.0,0.01,0.06,2000
Alone in the Dark,Nintendo,Adventure,2008,Atari,0.09,0.08,0.0,0.02,0.18,2000
Alone in the Dark,Xbox,Adventure,2008,Atari,0.14,0.3,0.0,0.05,0.49,2000
Alone in the Dark: Inferno,PlayStation,Adventure,2008,Atari,0.09,0.03,0.0,0.02,0.14,2000
Alone in the Dark: One-Eyed Jack's Revenge,PlayStation,Adventure,1996,Infogrames,0.17,0.12,0.0,0.02,0.31,1990
Alpha Protocol,PC,Role-Playing,2010,Sega,0.0,0.03,0.0,0.01,0.04,2010
Alpha Protocol,PlayStation,Role-Playing,2010,Sega,0.19,0.18,0.0,0.07,0.43,2010
Alpha Protocol,Xbox,Role-Playing,2010,Sega,0.23,0.13,0.0,0.04,0.4,2010
Alpha and Omega,Nintendo,Action,2010,Unknown,0.06,0.0,0.0,0.0,0.07,2010
Alter Echo,PlayStation,Shooter,2003,THQ,0.06,0.05,0.0,0.02,0.13,2000
Alter Echo,Xbox,Shooter,2003,THQ,0.04,0.01,0.0,0.0,0.05,2000
Alter Ego,PC,Simulation,1985,Activision,0.0,0.03,0.0,0.01,0.03,1980
Altered Beast: Guardian of the Realms,Nintendo,Action,2002,THQ,0.07,0.02,0.0,0.0,0.09,2000
Alundra,PlayStation,Role-Playing,1997,Psygnosis,0.13,0.09,0.0,0.01,0.23,1990
Alundra 2: A New Legend Begins,PlayStation,Role-Playing,1999,Activision,0.15,0.1,0.0,0.02,0.27,1990
Alvin and the Chipmunks,Nintendo,Misc,2007,Brash Entertainment,0.12,0.0,0.0,0.01,0.14,2000
Alvin and the Chipmunks,PlayStation,Misc,2007,Brash Entertainment,0.04,0.03,0.0,0.01,0.07,2000
Alvin and the Chipmunks,Nintendo,Misc,2007,Eidos Interactive,0.05,0.0,0.0,0.0,0.06,2000
Alvin and the Chipmunks: Chipwrecked,Nintendo,Misc,2011,505 Games,0.07,0.03,0.0,0.01,0.11,2010
Alvin and the Chipmunks: Chipwrecked,Nintendo,Misc,2011,505 Games,0.08,0.01,0.0,0.01,0.1,2010
Alvin and the Chipmunks: Chipwrecked,Xbox,Misc,2011,505 Games,0.08,0.01,0.0,0.01,0.1,2010
Alvin and the Chipmunks: The Squeakquel,Nintendo,Misc,2009,Majesco Entertainment,0.28,0.0,0.0,0.02,0.3,2000
Alvin and the Chipmunks: The Squeakquel,Nintendo,Misc,2009,Majesco Entertainment,0.09,0.0,0.0,0.01,0.1,2000
Amagami,PlayStation,Adventure,2009,Enterbrain,0.0,0.0,0.13,0.0,0.13,2000
Amagami,PlayStation,Adventure,2011,Kadokawa Shoten,0.0,0.0,0.15,0.0,0.15,2010
Amagami,PlayStation,Adventure,2014,Kadokawa Games,0.0,0.0,0.04,0.0,0.04,2010
Amagoushi no Yakata,PlayStation,Adventure,2007,Nippon Ichi Software,0.0,0.0,0.02,0.0,0.02,2000
Amatsumi Sora ni! Kumo no Hatate ni,PlayStation,Adventure,2015,Prototype,0.0,0.0,0.02,0.0,0.02,2010
Amazing Adventures: The Forgotten Ruins,Nintendo,Adventure,2008,PopCap Games,0.13,0.08,0.0,0.02,0.24,2000
Amazing Island,Nintendo,Strategy,2004,Sega,0.04,0.01,0.0,0.0,0.06,2000
America Oudan Ultra-Quiz,Other,Misc,1995,Victor Interactive,0.0,0.0,0.02,0.0,0.02,1990
America's Army: Rise of a Soldier,Xbox,Shooter,2005,Ubisoft,0.19,0.05,0.0,0.01,0.25,2000
America's Army: True Soldiers,Xbox,Shooter,2007,Ubisoft,0.08,0.0,0.0,0.01,0.08,2000
America's Next Top Model,Nintendo,Action,2008,Eidos Interactive,0.1,0.0,0.0,0.01,0.1,2000
America's Next Top Model,Nintendo,Action,2010,Crave Entertainment,0.08,0.0,0.0,0.01,0.08,2010
America's Test Kitchen: Let's Get Cooking,Nintendo,Simulation,2010,Nintendo,0.25,0.0,0.0,0.02,0.27,2010
American Bass Challenge,Nintendo,Sports,2001,Starfish,0.03,0.01,0.0,0.0,0.05,2000
American Chopper,PlayStation,Racing,2004,Zoo Digital Publishing,0.35,0.01,0.0,0.06,0.42,2000
American Chopper,Xbox,Racing,2004,Zoo Digital Publishing,0.11,0.03,0.0,0.01,0.15,2000
American Chopper 2: Full Throttle,Nintendo,Racing,2005,Activision,0.04,0.01,0.0,0.0,0.05,2000
American Chopper 2: Full Throttle,PlayStation,Racing,2005,Zoo Digital Publishing,0.09,0.07,0.0,0.02,0.18,2000
American Chopper 2: Full Throttle,Xbox,Racing,2005,Zoo Digital Publishing,0.04,0.01,0.0,0.0,0.05,2000
American Girl: Julie Finds a Way,Nintendo,Adventure,2007,THQ,0.1,0.0,0.0,0.01,0.11,2000
American Girl: Kit Mystery Challenge!,Nintendo,Adventure,2008,THQ,0.42,0.0,0.0,0.03,0.46,2000
American Idol,Nintendo,Misc,2003,Codemasters,0.15,0.06,0.0,0.0,0.22,2000
American Idol,PlayStation,Misc,2003,Codemasters,0.27,0.21,0.0,0.07,0.55,2000
Amnesia,PlayStation,Adventure,2011,Idea Factory,0.0,0.0,0.04,0.0,0.04,2010
Amnesia Crowd,PlayStation,Misc,2013,Idea Factory,0.0,0.0,0.05,0.0,0.05,2010
Amnesia Later,PlayStation,Misc,2012,Idea Factory,0.0,0.0,0.05,0.0,0.05,2010
Amnesia Later,PlayStation,Misc,2014,Idea Factory,0.0,0.0,0.01,0.0,0.01,2010
Amped 2,Xbox,Sports,2003,Microsoft Game Studios,0.2,0.04,0.0,0.01,0.25,2000
Amped 3,Xbox,Sports,2005,Take-Two Interactive,0.13,0.02,0.0,0.01,0.16,2000
Amped: Freestyle Snowboarding,Xbox,Sports,2001,Microsoft Game Studios,0.69,0.11,0.0,0.02,0.82,2000
Amplitude,PlayStation,Misc,2003,Sony Computer Entertainment,0.09,0.07,0.0,0.02,0.18,2000
An American Tail: Fievel's Gold Rush,Nintendo,Platform,2002,Conspiracy Entertainment,0.02,0.01,0.0,0.0,0.03,2000
Anarchy Reigns,PlayStation,Action,2012,Sega,0.1,0.03,0.06,0.02,0.21,2010
Anarchy Reigns,Xbox,Action,2012,Sega,0.11,0.02,0.02,0.01,0.17,2010
And1 Streetball,PlayStation,Action,2006,Ubisoft,0.13,0.1,0.0,0.03,0.27,2000
And1 Streetball,Xbox,Action,2006,Ubisoft,0.06,0.02,0.0,0.0,0.07,2000
Andretti Racing,PlayStation,Racing,1996,Electronic Arts,0.43,0.29,0.0,0.05,0.77,1990
Angel Blade: Neo Tokyo Guardians,PlayStation,Role-Playing,1997,On Demand,0.12,0.08,0.0,0.01,0.21,1990
Angelique Duet,PlayStation,Strategy,1998,Tecmo Koei,0.0,0.0,0.04,0.0,0.04,1990
Angelique Retour,PlayStation,Action,2015,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,2010
Angelique Trois,PlayStation,Adventure,2000,Tecmo Koei,0.0,0.0,0.06,0.0,0.06,2000
Angelique: Maren no Rokukishi,PlayStation,Adventure,2011,Idea Factory,0.0,0.0,0.03,0.0,0.03,2010
Angler's Club: Ultimate Bass Fishing 3D,Nintendo,Sports,2011,D3Publisher,0.0,0.03,0.0,0.0,0.03,2010
Angry Birds,PC,Puzzle,2011,Focus Home Interactive,0.0,0.18,0.0,0.05,0.24,2010
Angry Birds Star Wars,Nintendo,Strategy,2013,Activision,0.15,0.15,0.0,0.03,0.34,2010
Angry Birds Star Wars,PlayStation,Strategy,2013,Activision,0.1,0.17,0.0,0.06,0.33,2010
Angry Birds Star Wars,PlayStation,Strategy,2013,Activision,0.1,0.08,0.0,0.03,0.2,2010
Angry Birds Star Wars,PlayStation,Strategy,2013,Activision,0.05,0.04,0.0,0.03,0.12,2010
Angry Birds Star Wars,Nintendo,Strategy,2013,Activision,0.21,0.1,0.0,0.03,0.35,2010
Angry Birds Star Wars,Nintendo,Strategy,2013,Activision,0.06,0.04,0.0,0.01,0.11,2010
Angry Birds Star Wars,Xbox,Strategy,2013,Activision,0.16,0.11,0.0,0.03,0.29,2010
Angry Birds Star Wars,Xbox,Strategy,2013,Activision,0.11,0.04,0.0,0.01,0.16,2010
Angry Birds Trilogy,Nintendo,Action,2012,Activision,0.38,0.2,0.0,0.05,0.63,2010
Angry Birds Trilogy,PlayStation,Action,2012,Activision,0.12,0.02,0.0,0.02,0.16,2010
Angry Birds Trilogy,Xbox,Action,2012,Activision,0.18,0.06,0.0,0.02,0.27,2010
Angry Birds: Rio,PC,Puzzle,2011,Focus Home Interactive,0.0,0.07,0.0,0.02,0.09,2010
AniMates!,Nintendo,Simulation,2007,Lexicon Entertainment,0.02,0.0,0.0,0.0,0.03,2000
Anima - Gate of Memories,PlayStation,Action,2016,Avanquest,0.0,0.02,0.0,0.0,0.02,2010
Animal Crossing,Nintendo,Simulation,2001,Nintendo,1.92,0.16,0.99,0.09,3.15,2000
Animal Crossing: Amiibo Festival,Nintendo,Misc,2015,Nintendo,0.19,0.11,0.09,0.03,0.42,2010
Animal Crossing: City Folk,Nintendo,Simulation,2008,Nintendo,1.87,1.12,1.32,0.37,4.68,2000
Animal Crossing: Happy Home Designer,Nintendo,Simulation,2015,Nintendo,0.47,1.0,1.39,0.12,2.98,2010
Animal Crossing: New Leaf,Nintendo,Simulation,2012,Nintendo,2.01,2.32,4.36,0.41,9.09,2010
Animal Crossing: Wild World,Nintendo,Simulation,2005,Nintendo,2.55,3.52,5.33,0.88,12.27,2000
Animal Genius,Nintendo,Puzzle,2007,Ubisoft,0.11,0.0,0.0,0.01,0.12,2000
Animal Kingdom: Wildlife Expedition,Nintendo,Adventure,2009,Natsume,0.07,0.0,0.0,0.01,0.08,2000
Animal Paradise,Nintendo,Simulation,2007,Empire Interactive,0.09,0.14,0.0,0.02,0.25,2000
Animal Planet: Emergency Vets,Nintendo,Simulation,2009,Activision,0.08,0.0,0.0,0.01,0.08,2000
Animal Planet: Vet Collection,Nintendo,Simulation,2010,Activision,0.05,0.0,0.0,0.0,0.05,2010
Animal Planet: Vet Life,Nintendo,Simulation,2009,Activision,0.1,0.0,0.0,0.01,0.11,2000
Animal Planet: Vet Life,Nintendo,Simulation,2009,Activision,0.09,0.0,0.0,0.01,0.1,2000
Animaniacs Ten Pin Alley,PlayStation,Sports,1998,ASC Games,0.36,0.25,0.0,0.04,0.66,1990
Animaniacs: The Great Edgar Hunt,Nintendo,Platform,2005,Ignition Entertainment,0.02,0.01,0.0,0.0,0.03,2000
Animorphs: Shattered Reality,PlayStation,Action,2000,Infogrames,0.03,0.02,0.0,0.0,0.06,2000
Anno 1701: Dawn of Discovery,Nintendo,Simulation,2007,Touchstone,0.07,0.06,0.0,0.02,0.14,2000
Anno 2070,PC,Strategy,2011,Ubisoft,0.0,1.13,0.0,0.32,1.45,2010
Anno 2205,PC,Strategy,2015,Ubisoft,0.02,0.22,0.0,0.01,0.25,2010
Ano Hi Mita Hana no Namae o Bokutachi wa Mada Shiranai,PlayStation,Action,2012,5pb,0.0,0.0,0.02,0.0,0.02,2010
Another Code R: A Journey into Lost Memories,Nintendo,Adventure,2009,Nintendo,0.0,0.03,0.03,0.0,0.06,2000
Ansatsu Kyoushitsu: Assassin Ikusei Keikaku!!,Nintendo,Action,2016,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,2010
Ant Nation,Nintendo,Simulation,2009,Konami Digital Entertainment,0.06,0.01,0.0,0.01,0.07,2000
Antiphona no Seikahime: Tenshi no Gakufu Op.A,PlayStation,Role-Playing,2009,Nippon Ichi Software,0.0,0.0,0.02,0.0,0.02,2000
Antz Extreme Racing,PlayStation,Racing,2002,Empire Interactive,0.02,0.02,0.0,0.01,0.04,2000
Antz Extreme Racing,Xbox,Racing,2002,Empire Interactive,0.01,0.0,0.0,0.0,0.02,2000
Anubis II,Nintendo,Platform,2007,Metro 3D,0.06,0.0,0.0,0.0,0.07,2000
